CEP,Position,Title,Link,Place ID,Address,City,State,Phone,Rating,Reviews,Latitude,Longitude
1045912,16,restaurante Bonjardim,https://www.bonjardim.com.br/,ChIJi3dMqKRZzpQRuQE0F5VZroo,"R. Maestro Cardim, 407 - Bela Vista, São Paulo - SP, 01323-000",São Paulo,SP,+55 32621983,4,43,-23.5648555,-46.6412018
1045912,17,안골 숯불갈비 ANGOR Restaurante (korean barbeque),https://instagram.com/angor_restaurante?igshid=YmMyMTA2M2Y,ChIJzyGt9GBYzpQRTrGlOoidn7o,"R. Amazonas, 199 - Bom Retiro, São Paulo - SP, 01123-030",São Paulo,SP,+55 11 96601-1266,4.3,387,-23.5279839,-46.6346086
1045912,18,Amara Restaurante,,ChIJu5HJ_LVZzpQRMIXxouMQlPk,"R. Itapeva, 125 - Bela Vista, São Paulo - SP, 01332-090",São Paulo,SP,+55 11 3251-0803,4.4,213,-23.5583393,-46.6506367
1045912,19,Restaurante Itapeva Delivery,,ChIJH_vp-rVZzpQRySEIsbou390,"R. Itapeva, 116 - Bela Vista, São Paulo - SP, 01332-000",São Paulo,SP,+55 11 3253-4086,4,23,-23.558069,-46.650698
1045912,20,Salada Paulistana,http://saladapaulistana.com/,ChIJeUbj1PhYzpQRmj210Dr0h1s,"Rua da Cantareira, 306 (Dentro do Mercadão Municipal de São Paulo - Rua J Box 24/26 - Centro Histórico de São Paulo, São Paulo - SP, 01024-100",São Paulo,SP,+55 11 3227-1035,3.8,94,-23.541765899999998,-46.629393799999995
1045912,1,Luk Restaurante,http://www.facebook.com/lukrestaurante,ChIJqZsVqjRYzpQRLDmNODtL2fg,"R. Frei Caneca, 953 - Bela Vista, São Paulo - SP, 01307-003",São Paulo,SP,+55 11 3253-6748,4.4,312,-23.5554341,-46.655892099999996
1045912,2,espetinhosDeliciosos,,ChIJNwoyJjNZzpQRoGrTKgBhr8A,"R. Maj. Diogo, 604 - Bela Vista, São Paulo - SP, 01324-000",São Paulo,SP,+55 11 95199-1417,,,-23.556582,-46.6431739
1045912,3,Restaurante Ragu,https://instagram.com/restauranteragu_oficial,ChIJL_ybCzlZzpQRzrUqDh6-2RQ,"R. Maceió, 85 - Consolação, São Paulo - SP, 01302-010",São Paulo,SP,+55 11 99334-9181,4.6,238,-23.5528186,-46.6606972
1045912,4,Restaurante Mané Baitôla,,ChIJz42siwhZzpQRuEl6X8PqtBs,"R. São Paulo, 374 - Sé, São Paulo - SP, 01513-000",São Paulo,SP,+55 11 3271-0324,4.5,244,-23.5569493,-46.629318999999995
1045912,5,Santa Cecília Wine Bar,,ChIJcasMAR5ZzpQRFXaWoUMUgsk,"Alameda Nothmann, 940 - Campos Elíseos, São Paulo - SP, 01216-001",São Paulo,SP,+55 11 94617-0856,,,-23.534702499999998,-46.649646399999995
1045912,6,Lancheonette Praca da Memoria,,ChIJu3El5CBZzpQRTV_qIJO65zE,"R. João Adolfo, 11 - Centro Histórico de São Paulo, São Paulo - SP, 01312-000",São Paulo,SP,,5,2,-23.5478707,-46.639939999999996
1045912,7,Mattos Restaurante,,ChIJGdwH1M1ZzpQRJaiXSU2jfBo,"Alameda Santos, 1838 - Jardim Paulista, São Paulo - SP, 01418-200",São Paulo,SP,+55 11 3253-1596,4.3,358,-23.5610862,-46.6587028
1045912,8,Restaurante Itiriki Cozinha Oriental,,ChIJK4BgIalZzpQRZOOBPNGLvNA,"Praça da Liberdade, 159 - Liberdade, São Paulo - SP, 01503-010",São Paulo,SP,+55 11 3207-1790,4.4,1738,-23.555364299999997,-46.6352018
1045912,9,Jojo Ramen - Santa Cecília,,ChIJw3xqAMlZzpQRxP2C_0RE8Hg,"R. Jesuíno Pascoal, 24 - Consolação, São Paulo - SP, 01224-050",São Paulo,SP,+55 11 3262-1654,3.8,22,-23.5403169,-46.6496627
1045912,13,Restaurante da Cuca,,ChIJq9ukJ6RZzpQRaysBdwigZUM,"R São Joaquim, 191 - Liberdade, São Paulo - SP, 01508-001",São Paulo,SP,+55 11 3208-4045,4.1,21,-23.561638,-46.636848099999995
1045912,17,Restaurante Cirdys,,ChIJfURodiFZzpQR3NLlv3ITJvA,"Sé, São Paulo - SP, 01001-010",São Paulo,SP,+55 12 3132-4370,4.5,2,-23.5514458,-46.6336307
1045912,20,Hora bem Restaurante,,ChIJI_JjiWlZzpQRTJcghdWa_io,"R. Rosa e Silva, 308 - Higienópolis, São Paulo - SP, 01230-020",São Paulo,SP,+55 11 96329-0884,5,2,-23.5354545,-46.6584709
1045912,1,Restaurante Zaya gastronomia,,ChIJpcXFXQhZzpQR_dO20_mYEYw,"Alameda Nothmann, 579 - Campos Elíseos, São Paulo - SP, 01216-000",São Paulo,SP,,4.7,11,-23.533026,-46.6466778
1045912,4,Marmitaria Central,https://www.marmitariacentral.com.br/,ChIJoz2AsbVZzpQRrgWj0OCayK8,"Alameda Barão de Piracicaba, 170 - Campos Elíseos, São Paulo - SP, 01216-011",São Paulo,SP,+55 11 97744-7421,,,-23.534557799999998,-46.642310099999996
1045912,14,Hamburgueria e restaurante França,,ChIJKX4kyGlZzpQReTuEUyzpeSo,"R. Conselheiro Crispiniano, 91 - Centro Histórico de São Paulo, São Paulo - SP, 01037-000",São Paulo,SP,,,,-23.5461848,-46.639989299999996
1045912,15,Restaurante Èze,https://instagram.com/restaurante.eze?igshid=YmMyMTA2M2Y=,ChIJb9saWCNZzpQRsZNsZuWO8nM,"Alameda Tietê, 513 - Jardim Paulista, São Paulo - SP, 01417-020",São Paulo,SP,+55 11 3081-2727,4.6,224,-23.5603852,-46.6677246
1045912,17,Restaurante Tarsila,https://icsaopaulo.com.br/gastronomia-icsp/,ChIJScaUNMZZzpQRkgaEVmSgBR0,"Alameda Santos, 1123 - Jardim Paulista, São Paulo - SP, 01419-001",São Paulo,SP,+55 11 3179-2600,4.9,1920,-23.565833299999998,-46.6541667
1045912,18,"Camarada Camarão Shopping Cidade São Paulo: Camarões, Peixes, Happy Hour, Restaurante, São Paulo SP",https://www.ocamarada.com.br/,ChIJlYzOp9lZzpQRsgQfSrC7_60,"Av. Paulista, 1230 - Bela Vista, São Paulo - SP, 01310-100",São Paulo,SP,+55 11 93409-7784,4.5,957,-23.563522,-46.652687199999995
1045912,19,Kim's Bap Café e Restaurante,https://www.instagram.com/kimsbap.food/,ChIJ0bq1lERZzpQRklYezfECWAI,"Av. Brigadeiro Luís Antônio, 359 - Bela Vista, São Paulo - SP, 01317-000",São Paulo,SP,+55 11 3242-4261,4.8,30,-23.5535911,-46.6382282
1045912,20,中国餐馆和超市,,ChIJ1_dt4DZZzpQRx33JeAJa7YQ,"Av. da Liberdade - Liberdade, São Paulo - SP, 01503-000",São Paulo,SP,,,,-23.554179899999998,-46.634824699999996
1045912,1,Restaurante Flor da Lins,,ChIJc4nh7m1ZzpQR95B6crhNBZI,"Av. Lins de Vasconcelos, 399 - Cambuci, São Paulo - SP, 01537-000",São Paulo,SP,+55 11 3207-2431,4.1,982,-23.566790899999997,-46.621378299999996
1045912,2,Vasto Restaurante,http://www.vastorestaurante.com/,ChIJuxjBPVZZzpQRSVKs40Ekrfk,"Rua Haddock Lobo, 1573 - Cerqueira César, São Paulo - SP, 01414-003",São Paulo,SP,+55 11 3377-7733,4.9,5444,-23.5644702,-46.6681709
1045912,3,Restaurante Estância Mineira,,ChIJKbZ2uYtYzpQR-OubmbnZU80,"R. Eduardo Chaves, 162 - Luz, São Paulo - SP, 01109-060",São Paulo,SP,+55 11 98271-9671,4.7,880,-23.523782699999998,-46.628600999999996
1045912,4,Restaurante | Café | Café e Restaurante Oliveira,https://caferestauranteoliveira.negocio.site/,ChIJwe_XyARZzpQRiCmHjGyLYSY,"Rua Haddock Lobo, 885 - Cerqueira César, São Paulo - SP, 01414-001",São Paulo,SP,+55 11 97846-7371,5,1,-23.560011799999998,-46.663537
1045912,5,Gusto Restaurante,https://gusto-restaurante.negocio.site/?utm_source=gmb&utm_medium=referral,ChIJFyIGj9JZzpQR6BVgEzTkhBU,"R. Augusta, 1933 - Cerqueira César, São Paulo - SP, 01413-000",São Paulo,SP,+55 11 99745-0882,4.6,193,-23.559566099999998,-46.6615264
1045912,6,McDonald's,https://www.mcdonalds.com.br/?utm_source=[gmb]&utm_medium=[website][SBT]&utm_campaign=[youmap][digital],ChIJPaIYlFRYzpQRVhCjyJ9VgyY,"R. São Bento, 215 - Centro Histórico de São Paulo, São Paulo - SP, 01011-000",São Paulo,SP,+55 11 3105-1553,4,4054,-23.547137499999998,-46.6358618
1045912,7,Nattu Restaurante,https://natturestaurante.com.br/,ChIJAwVoPtVZzpQRGEwUJa_48oM,"Alameda Lorena, 1969 - Cerqueira César, São Paulo - SP, 01416-002",São Paulo,SP,+55 11 3062-2846,4.1,599,-23.5612124,-46.6690555
1045912,8,Restaurante La Em Casa,,ChIJV-F2jHFYzpQRiwKyBtyH1SA,"R. Anhaia, 948 - Bom Retiro, São Paulo - SP, 01130-000",São Paulo,SP,,4.3,38,-23.522223399999998,-46.646082899999996
1045912,9,Macaxeira Perdizes Restaurante & Cachaçaria,https://www.instagram.com/macaxeiraperdizes,ChIJ918dAitXzpQRDw3tRD9xfbk,"Av. Sumaré, 840 - Perdizes, São Paulo - SP, 05016-110",São Paulo,SP,+55 11 3801-2896,4.4,765,-23.5376253,-46.6746267
1045912,10,Capanema Restaurante,https://www.capanemagastronomia.com.br/,ChIJxyDeyzVZzpQRfo_Z8g4CmAs,"R. Barão de Capanema, 551 - Jardim Paulista, São Paulo - SP, 01411-011",São Paulo,SP,+55 11 95890-9530,4.8,26,-23.5663113,-46.667647599999995
1045912,11,Churrascaria Cho sun Gal bi Liberdade,https://www.instagram.com/churrascariachosungalbiliba/,ChIJKyDsQYxZzpQRLkbcvPbK8hs,"R. da Glória, 663 - São Paulo, SP, 01510-001",São Paulo,SP,+55 11 3277-1082,4.7,11,-23.559051099999998,-46.6337141
1045912,12,Cidade______,https://instagram.com/cidade______?igshid=MWZjMTM2ODFkZg==,ChIJmfe8fbFZzpQRXhVsHTj5Lbk,"R. Gen. Júlio Marcondes Salgado, 321 - Campos Elíseos, São Paulo - SP, 01201-020",São Paulo,SP,+55 11 95878-2195,4,3,-23.534585699999997,-46.6519865
1045912,13,Restaurante,,ChIJpY9n5QZZzpQR5QL-SsLHDV8,"R. Augusta - Consolação, São Paulo - SP, 01304-001",São Paulo,SP,,,,-23.5539749,-46.655794
1045912,14,TAKOYAKI8 AUGUSTA,https://takoyaki8.com.br/,ChIJ--JrPOBZzpQRqg9vz1GaKRc,"R. Luís Coelho, 192 - Consolação, São Paulo - SP, 01309-000",São Paulo,SP,+55 11 99241-0568,4.3,6,-23.556621999999997,-46.6591769
1045912,15,Mikuy Wasi Restaurante Peruano,,ChIJNRhBwfBZzpQRsMKpKlojO2g,"R. São Caetano, 959 - Primero Andar - Brás, São Paulo - SP, 01104-001",São Paulo,SP,+55 11 96078-4602,5,3,-23.535583799999998,-46.6237571
1045912,16,Restaurante Padroeira,https://www.facebook.com/PadroeiraRestaurante/?locale=pt_BR,ChIJHWGpnrtZzpQR4phXujep940,"R. Pio XII, 274 - Liberdade, São Paulo - SP, 01322-030",São Paulo,SP,,4.4,886,-23.5651206,-46.6431551
1045912,17,Old House Restaurante,,ChIJCTbNo8hZzpQR-NLQxJLcAB0,"Alameda Santos, 1307 - Jardim Paulista, São Paulo - SP, 01419-001",São Paulo,SP,+55 11 3284-8120,4.3,873,-23.5644687,-46.655026799999995
1045912,18,Halal Taj Mahal Restaurante,,ChIJg-BwsihZzpQR58c1cgNeO5w,"R. Barão de Ladário, 857 - Pari, São Paulo - SP, 03010-000",São Paulo,SP,,3.3,38,-23.5344505,-46.6191007
1045912,19,Restaurante Aranami,,ChIJI_mZTERYzpQR5P9tjeQje6M,"Av. São João, 1086 - Centro Histórico de São Paulo, São Paulo - SP, 01035-100",São Paulo,SP,,,,-23.5400016,-46.6436701
1045912,20,Guioza Yakissoba House,,ChIJcxTtD5hZzpQRC-GRmm_jEdc,"Rua Barão de Iguape, 43 - Liberdade, São Paulo - SP, 01507-000",São Paulo,SP,+55 11 99416-0487,5,4,-23.558291399999998,-46.6365042
1045912,1,"Coco Bambu Conceito Pátio Paulista: Restaurante, Peixe, Camarão, Carnes, SP",https://cocobambu.com/unidades/conceito-patio-paulista/,ChIJyeXlAAtZzpQRIhbWntaBqEs,"R. Treze de Maio, 1933 - Bela Vista, São Paulo - SP, 01327-001",São Paulo,SP,+55 11 3266-7121,4.8,6122,-23.5706329,-46.6435203
1045912,2,Santa Vitória -Lanchonete e Restaurante,,ChIJAaIMqedYzpQRyN4_ZVyk-eY,"R. Silva Teles, 291 - Pari, São Paulo - SP, 03026-001",São Paulo,SP,+55 11 2291-4534,4.8,36,-23.534019999999998,-46.614656
1045912,3,Restaurante da Escola de Enfermagem,http://www.ee.usp.br/site/,ChIJ5UEyxMxXzpQRgmg3ryTxPm0,"Av. Dr. Enéas Carvalho de Aguiar, 419 - Jardim Paulista, São Paulo - SP, 05403-000",São Paulo,SP,+55 11 3061-7518,5,5,-23.5565802,-46.6709885
1045912,4,Restaurante,,ChIJpyOraCr3zpQRtjSDrUPu2J0,"Av. Thomas Edison, 702 - Parque Industrial Tomas Edson, São Paulo - SP, 01140-001",São Paulo,SP,,,,-23.5189304,-46.6688537
1045912,5,Prosper Pizzaria E Restaurante,,ChIJSyrUKk5YzpQRv658T-TezkQ,"Av. Ipiranga, 200 - República, São Paulo - SP, 01046-925",São Paulo,SP,,4,1,-23.543715499999998,-46.6416609
1045912,6,Restaurante CozinhaZ,https://www.instagram.com/cozinhaz_/,ChIJn-pr8npZzpQR34uzOdLu-ps,"R. Anhanguera, 645 - Barra Funda, São Paulo - SP, 01135-000",São Paulo,SP,+55 11 95206-3780,5,2,-23.5220701,-46.6530042
1045912,7,Sawasdee Culinária Tailandesa,,ChIJN3tVjQJZzpQRet-Tm6yo0NA,"R. Galvão Bueno, 591 - Liberdade, São Paulo - SP, 01506-000",São Paulo,SP,+55 11 91890-6187,5,16,-23.5608826,-46.6347787
1045912,8,Libreria Augusto Restaurante,https://reservation-widget.tagme.com.br/smartlink/65451f55fbc78b005a7e6f95?fbclid=PAAaaspPS7oXf4XRhwClFM63FaDsv_hzbrKpNH8XnK-qvvXp4wpsta_2hU85E,ChIJvx0psPdZzpQRgB8CDUZt41I,"Alameda Tietê, 179 - Cerqueira César, São Paulo - SP, 01417-020",São Paulo,SP,+55 11 91864-2671,5,3,-23.5625733,-46.665388899999996
1045912,9,Restaurante Recanto dos Sabores,,ChIJhTti8cBZzpQRWEGjjpBJKfQ,"Alameda Sarutaiá, 49 - Jardim Paulista, São Paulo - SP, 01403-010",São Paulo,SP,+55 11 3887-0036,4.6,141,-23.5707977,-46.652738199999995
1045912,10,Laxmi Culinária Indiana,,ChIJ26N7GHNZzpQRnUvpalN2-6Q,"Shopping Market Paulista, Av. Paulista, 1941 - 1 andar - Bela Vista, São Paulo - SP, 01310-200",São Paulo,SP,+55 11 3287-5592,4.6,205,-23.559879499999997,-46.6593325
1045912,11,TastelT Restaurante,http://tasteitrestaurante.com/,ChIJ4241WY1ZzpQRYuCzGu4arPc,"Rua Joinville, 515 - Vila Mariana, São Paulo - SP, 04008-001",São Paulo,SP,+55 11 5088-4000,4.7,818,-23.5823707,-46.650208299999996
1045912,12,Tempero Da Sula,,ChIJuUc7afdYzpQRuSTzfgfM27k,"R. São Lázaro, 88 - Centro Histórico de São Paulo, São Paulo - SP, 01103-020",São Paulo,SP,+55 11 94836-4251,4,1,-23.5358546,-46.6284949
1045912,13,D.O.M.,http://domrestaurante.com.br/,ChIJ_Qdn5dZZzpQRWJ5lDWdVmSY,"R. Barão de Capanema, 549 - Jardins, São Paulo - SP, 01411-011",São Paulo,SP,+55 11 96918-9947,4.8,4100,-23.566319999999997,-46.667449999999995
1045912,14,DiBaco Vila Nova,http://www.dibaco.com.br/,ChIJ_5nC0VdXzpQRDk8zO8fFBGA,"R. Jacques Félix, 365 - Vila Nova Conceição, São Paulo - SP, 04509-001",São Paulo,SP,+55 11 94490-4343,4.7,627,-23.5914713,-46.671084199999996
1045912,15,Selina Aurora São Paulo & Cowork,https://www.selina.com/pt/brazil/aurora-sao-paulo/,ChIJaSYIrKRZzpQRqwVj8N0ixH0,"Av. Vieira de Carvalho, 99 - República, São Paulo - SP, 01210-010",São Paulo,SP,+55 11 4934-4653,4,419,-23.5420508,-46.6437252
1045912,16,Restaurante Tantra,http://www.tantrarestaurante.com.br/,ChIJ0ROldk9XzpQREHkyPLmV-WY,"R. Chilon, 364 - Vila Olímpia, São Paulo - SP, 04552-030",São Paulo,SP,+55 11 3846-7112,4.5,2826,-23.594131599999997,-46.6829256
1045912,17,O Melhor Restaurante,,ChIJfcTUGWdZzpQRFQK2kPCQZY4,"R. Eng. Prudente, 351 - Vila Monumento, São Paulo - SP, 01550-000",São Paulo,SP,,,,-23.573282,-46.614439399999995
1045912,18,مطعم أورفيو Orfeu Restaurant,,ChIJjd0YEF9ZzpQRzSfTrqrLXyg,"Av. Ipiranga, 301 - República, São Paulo - SP, 01046-010",São Paulo,SP,,,,-23.5458403,-46.644189
1045912,19,Cór,http://corgastronomia.com.br/,ChIJq1cGjSxWzpQRqNuO9_rieo4,"Praça São Marcos, 825 - Alto de Pinheiros, São Paulo - SP, 05455-050",São Paulo,SP,+55 11 3726-2908,4.4,1256,-23.542528299999997,-46.7110187
1045912,20,Paseo - Cocina y Tal,http://www.paseococina.com.br/,ChIJkUai_UVZzpQRK0urx79R5e4,"R. Barão de Capanema, 568 - Jardins, São Paulo - SP, 01411-010",São Paulo,SP,+55 11 5200-0395,4.8,125,-23.565947899999998,-46.667403199999995
1045912,1,Bacio di Latte - Republica,https://baciodilatte.com.br/,ChIJ51GVpeJZzpQRY5be6yKGw74,"Praça da República, 61 - República, São Paulo - SP, 03026-005",São Paulo,SP,,4.6,969,-23.544977799999998,-46.6438049
1045912,2,Macaxeira Restaurante & Cachaçaria,http://www.macaxeirarestaurante.com.br/,ChIJX4sXpJpezpQRQnJy95QIcgE,"R. Emília Marengo, 185 - Vila Reg. Feijó, São Paulo - SP, 03336-000",São Paulo,SP,+55 11 2671-2233,4.4,4693,-23.5528217,-46.565256299999994
1045912,3,O Otto Bar e Restaurante,,ChIJjcyvMTtYzpQRvuvyZBGzXkk,"Praça Vilaboim, 49 - Consolação, São Paulo - SP, 01242-000",São Paulo,SP,,4.1,14,-23.5445857,-46.660416
1045912,4,"AL MIMAS RESTAURANTE, BAR E CAFE",,ChIJ-eSC2MdXzpQRHgfIZk19M34,"R. Fradique Coutinho, 817 - Vila Madalena, São Paulo - SP, 05416-011",São Paulo,SP,+55 11 3819-0332,5,699,-23.5601415,-46.6888955
1045912,5,Restaurante japonês,,ChIJCdHsk95ZzpQR3Xs2I91ldKo,"Otto Ribeiro - Centro Histórico de São Paulo, São Paulo - SP, 19880-023",São Paulo,SP,,,,-23.5406579,-46.632048
1045912,6,Adega Santiago (Cidade Jardim),http://www.adegasantiago.com.br/,ChIJxecccDBXzpQRqVD9AtdPjG8,"Av. Magalhães de Castro, 12000 - Cidade Jardim, São Paulo - SP, 05676-120",São Paulo,SP,+55 11 3758-4446,4.6,1284,-23.5992659,-46.697731999999995
1045912,7,Restarante pan,,ChIJo0NsN7hZzpQRJrD6FRC2F0s,"República, São Paulo - SP, 01302-000",São Paulo,SP,,,,-23.5470826,-46.641748
1045912,8,"Coco Bambu Osasco: Restaurante, Peixe, Camarão, Carnes, Lagosta, Salada, SP",https://cocobambu.com/unidade/osasco/,ChIJqXw5Nfr_zpQRhLF4T2JH01E,"Av: Dos Autonomistas, 1828 - Vila Yara, Osasco - SP, 06020-010",São Paulo,SP,+55 11 4880-1213,4.9,25669,-23.5357347,-46.7712766
1045912,9,L'aquila Lanchonete e Restaurante,,ChIJxTu64QZYzpQRAMvgvmlMTWI,"R. do Bosque, 1589 - Barra Funda, São Paulo - SP, 01139-001",São Paulo,SP,,1,2,-23.5232232,-46.663747
1045912,10,Sainte Marie Gastronomia,https://m.facebook.com/Mercizao/?locale2=pt_BR,ChIJe1nUj6BWzpQRbyu4ivQDDvk,"R. Dom João Batista da Costa, 70 - Jardim Taboao, São Paulo - SP, 05741-170",São Paulo,SP,+55 11 3501-7552,4.6,2979,-23.609349299999998,-46.747129199999996
1045912,14,RESTAURANTE TERRA MINEIRA NA CONSOLAÇÃO,,ChIJvzlEuElYzpQR5bmC7svlvcU,"R. Maria Antônia, 140 - LOJA 02 - Consolação, São Paulo - SP, 01222-010",São Paulo,SP,+55 11 4077-0800,4.1,43,-23.5470024,-46.6498613
1045912,15,Restaurante Dibiterie Sope Nabi Begue,,ChIJ6dYMBFBYzpQRs6WQ3SXicog,"R. Conselheiro Nébias, 99 - Campos Elíseos, São Paulo - SP, 01203-001",São Paulo,SP,,5,2,-23.541361199999997,-46.641269199999996
1045912,16,Restaurante Mestiço,http://www.mestico.com.br/,ChIJVXVFNjJYzpQRqyWHMYK1C18,"R. Fernando de Albuquerque, 277 - Consolação, São Paulo - SP, 01309-030",São Paulo,SP,+55 11 3256-3165,4.6,3012,-23.5532048,-46.658842899999996
1045912,17,Caseirinho bar e restaurante,,ChIJG12ntPhYzpQRpav0aVj82zc,"Av. Rio Branco, n,115 - Campos Elíseos, São Paulo - SP, 01205-000",São Paulo,SP,+55 11 3313-2030,4.1,9,-23.5416533,-46.6387977
1045912,18,Terraço Portinari Restaurante,,ChIJb6MdfERYzpQRxvA00eq41_Y,"Av. Duque de Caxias, 529 - 1º andar - Campos Elíseos, São Paulo - SP, 01214-000",São Paulo,SP,+55 11 3337-1973,4.3,84,-23.5374877,-46.6443209
1045912,19,Restaurante Segredos de Minas - Bela Cintra,,ChIJZ8uonDJYzpQRbPKn9VesMA8,"R. Bela Cintra, 919 - Consolação, São Paulo - SP, 01415-000",São Paulo,SP,+55 11 3214-5315,4.4,3814,-23.5554095,-46.6605533
1045912,20,Vermont Bar e Restaurante - República,,ChIJkRWXk09YzpQR_axYk2nkgFU,"Av. Vieira de Carvalho, 160 - República, São Paulo - SP, 01210-010",São Paulo,SP,+55 11 3222-5848,4.3,2282,-23.5413432,-46.6439731
1045912,8,SETEDOQUATRO Restaurante e Bar,http://www.setedoquatro.com.br/,ChIJlzW7-s5ZzpQRD8smeW5forU,"R. Sete de Abril, 368 - República, São Paulo - SP, 01044-000",São Paulo,SP,,4.1,10,-23.5447514,-46.642072
1045912,12,Restaurante Tempero da Casa,,ChIJsa-nrldYzpQRSPbQkk0HXto,"Av. Prestes Maia, 347 - Centro Histórico de São Paulo, São Paulo - SP, 01031-001",São Paulo,SP,,1.2,21,-23.5414586,-46.6346492
1045912,13,Marmitex Delei,,ChIJu9f8g9dZzpQRUNU_WuUalDA,"R. Conselheiro Crispiniano, 403 - coj 20 - República, São Paulo - SP, 01037-001",São Paulo,SP,+55 11 3331-6453,,,-23.5438691,-46.6382206
1045912,5,Berton Grill - Restaurante e Churrascaria,,ChIJX46y4y1ZzpQRFC1MGQcF0OA,"R. Bento Freitas, 275 - República, São Paulo - SP, 01220-000",São Paulo,SP,+55 11 95954-7353,4.5,30,-23.544341199999998,-46.6454576
1045912,6,Restaurante Ragonezi,,ChIJGaezzzVYzpQRMWS4RRxx9c8,"R. Frei Caneca, 647 - Complemento 649 - Bela Vista, São Paulo - SP, 01307-001",São Paulo,SP,+55 11 2157-5584,4.5,200,-23.55405,-46.653413799999996
1045912,7,Restaurante Luz do Sol,https://instagram.com/consueldadasilvalima?igshid=YmMyMTA2M2Y=,ChIJUVk1nNNZzpQRbDSYrzuUdV0,"Rua Marconi, 140 - Jardim Palanque, São Paulo - SP, 08485-575",São Paulo,SP,+55 11 97800-5165,,,-23.545254699999997,-46.6399056
1045912,8,Mescla Restaurante,https://instagram.com/mescla_restaurante?utm_source=ig_profile_share&igshid=o23icdu21udm,ChIJHzttvctZzpQRF0XoEHOyKf4,"R. Sousa Lima, 305 - Barra Funda, São Paulo - SP, 01153-020",São Paulo,SP,+55 11 91107-8943,4.6,537,-23.5300335,-46.6552566
1045912,9,Churrasco Grego,,ChIJHSNxaVFYzpQRHlPQV02b8oY,"R. Conselheiro Crispiniano, 403 - Centro Histórico de São Paulo, São Paulo - SP, 01037-000",São Paulo,SP,,4.2,74,-23.5429285,-46.6388961
1045912,10,Restaurante Milló,,ChIJG2gL_sxZzpQRnR-KNzgQqTs,"R. Frei Caneca, 1395 - Consolação, São Paulo - SP, 01307-003",São Paulo,SP,,4.4,391,-23.5586748,-46.6584067
1045912,11,RESTAURANTE REI DOS REIS LTDA,https://sites.google.com/view/restaurante-rei-dos-reis/p%C3%A1gina-inicial?authuser=0,ChIJ2_-0v8ZZzpQRf6dw8e-6ZW4,"Praça Carlos Gomes, 178 - Liberdade, São Paulo - SP, 01501-040",São Paulo,SP,+55 11 3115-4676,4.4,774,-23.553926,-46.6358014
1045912,12,Gran Via,http://www.melia.com/pt/hoteis/brasil/sao-paulo/melia-paulista/index.html,ChIJYQU2rdNZzpQRobz8VeW91ds,"Av. Paulista, 2181 - Consolação, São Paulo - SP, 01311-300",São Paulo,SP,,4.2,70,-23.5579128,-46.660846299999996
1045912,13,Restaurante Koufu,http://www.instagram.com/koufusp,ChIJSQMQYSpZzpQRnhQLJN8D5Ss,"Avenida São Luís, 187, Galeria Metrópole, loja 14 - Consolação, São Paulo - SP, 01046-001",São Paulo,SP,,4.6,93,-23.546347299999997,-46.6427026
1045912,14,DNA Restaurante,https://www.facebook.com/DNARestaurante/,ChIJdUgpXctZzpQRfIruK0Dy43E,"Rua Peixoto Gomide, 295 - Cerqueira César, São Paulo - SP, 01409-000",São Paulo,SP,+55 11 93232-4911,4.2,333,-23.5564935,-46.6553641
1045912,15,Bar e Restaurante A Ribeira,,ChIJde_BJO5ZzpQR7GRRC3js5-E,"Alameda Ribeiro da Silva, 909 - Campos Elíseos, São Paulo - SP, 01217-010",São Paulo,SP,+55 11 97805-9991,4.8,158,-23.5339015,-46.6513481
1045912,16,Restaurante Cantinho De Minas II,,ChIJxaoN7QRZzpQRX8DYlTbV2mI,"Brás, São Paulo - SP, 03040-020",São Paulo,SP,,4.5,357,-23.5506417,-46.6240242
1045912,2,"Camarada Camarão Shopping Cidade São Paulo: Camarões, Peixes, Happy Hour, Restaurante, São Paulo SP",https://www.ocamarada.com.br/,ChIJlYzOp9lZzpQRsgQfSrC7_60,"Av. Paulista, 1230 - Bela Vista, São Paulo - SP, 01310-100",São Paulo,SP,+55 11 93409-7784,4.5,957,-23.563522,-46.652687199999995
1045912,19,"Coco Bambu Conceito Pátio Paulista: Restaurante, Peixe, Camarão, Carnes, SP",https://cocobambu.com/unidades/conceito-patio-paulista/,ChIJyeXlAAtZzpQRIhbWntaBqEs,"R. Treze de Maio, 1933 - Bela Vista, São Paulo - SP, 01327-001",São Paulo,SP,+55 11 3266-7121,4.8,6122,-23.5706329,-46.6435203
1045912,15,"AL MIMAS RESTAURANTE, BAR E CAFE",,ChIJ-eSC2MdXzpQRHgfIZk19M34,"R. Fradique Coutinho, 817 - Vila Madalena, São Paulo - SP, 05416-011",São Paulo,SP,+55 11 3819-0332,5,699,-23.5601415,-46.6888955
1045912,17,"Coco Bambu Osasco: Restaurante, Peixe, Camarão, Carnes, Lagosta, Salada, SP",https://cocobambu.com/unidade/osasco/,ChIJqXw5Nfr_zpQRhLF4T2JH01E,"Av: Dos Autonomistas, 1828 - Vila Yara, Osasco - SP, 06020-010",São Paulo,SP,+55 11 4880-1213,4.9,25669,-23.5357347,-46.7712766
